manager,package_name,snyk_link,security_score,affected_version,install_type,cve,cwe, fix_method,overview,update_date,package_type,axploit_maturity,attack_complexity,confidentiality,integrity,availability,attack_vector,privileges_required,user_interaction,scope,snyk_id,published,disclosed,credit,source
pip,pykooler,https://security.snyk.io/vuln/SNYK-PYTHON-PYKOOLER-6069642,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pykooler package.,"pykooler is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYKOOLER-6069642,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pystallerer,https://security.snyk.io/vuln/SNYK-PYTHON-PYSTALLERER-6069641,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pystallerer package.,"pystallerer is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYSTALLERER-6069641,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,kokokoako,https://security.snyk.io/vuln/SNYK-PYTHON-KOKOKOAKO-6069640,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the kokokoako package.,"kokokoako is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-KOKOKOAKO-6069640,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pypiele,https://security.snyk.io/vuln/SNYK-PYTHON-PYPIELE-6069639,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pypiele package.,"pypiele is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYPIELE-6069639,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pyghoster,https://security.snyk.io/vuln/SNYK-PYTHON-PYGHOSTER-6069638,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pyghoster package.,"pyghoster is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYGHOSTER-6069638,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pyminor,https://security.snyk.io/vuln/SNYK-PYTHON-PYMINOR-6069637,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pyminor package.,"pyminor is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYMINOR-6069637,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pystob,https://security.snyk.io/vuln/SNYK-PYTHON-PYSTOB-6069636,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pystob package.,"pystob is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYSTOB-6069636,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pyefflorer,https://security.snyk.io/vuln/SNYK-PYTHON-PYEFFLORER-6069635,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pyefflorer package.,"pyefflorer is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYEFFLORER-6069635,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pykokalalz,https://security.snyk.io/vuln/SNYK-PYTHON-PYKOKALALZ-6069633,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pykokalalz package.,"pykokalalz is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYKOKALALZ-6069633,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pyowler,https://security.snyk.io/vuln/SNYK-PYTHON-PYOWLER-6069632,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pyowler package.,"pyowler is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYOWLER-6069632,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pytasler,https://security.snyk.io/vuln/SNYK-PYTHON-PYTASLER-6069630,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pytasler package.,"pytasler is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYTASLER-6069630,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pyktrkatoo,https://security.snyk.io/vuln/SNYK-PYTHON-PYKTRKATOO-6069629,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pyktrkatoo package.,"pyktrkatoo is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYKTRKATOO-6069629,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,lalalaopti,https://security.snyk.io/vuln/SNYK-PYTHON-LALALAOPTI-6069628,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the lalalaopti package.,"lalalaopti is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-LALALAOPTI-6069628,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,gogogolokl,https://security.snyk.io/vuln/SNYK-PYTHON-GOGOGOLOKL-6069627,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the gogogolokl package.,"gogogolokl is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-GOGOGOLOKL-6069627,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pyhulul,https://security.snyk.io/vuln/SNYK-PYTHON-PYHULUL-6069626,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pyhulul package.,"pyhulul is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYHULUL-6069626,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pylioner,https://security.snyk.io/vuln/SNYK-PYTHON-PYLIONER-6069625,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pylioner package.,"pylioner is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYLIONER-6069625,17 Nov 2023,17 Nov 2023,Yehuda Gelb
pip,pyjoul,https://security.snyk.io/vuln/SNYK-PYTHON-PYJOUL-6069624,9.8,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pyjoul package.,"pyjoul is a malicious package. The attack chain is triggered by package installation via malicious code embedded within the setup.py file. The scripts then deploy VBScript and batch files within the System64 directory that download and execute a file named Runtime.exe. This file is a Python program that is designed to steal extensive sensitive information from the compromised system, various browsers, and applications.",INTRODUCED: 17 NOV 2023,MALICIOUS,MATURE,Low,HIGH,HIGH,HIGH,,,,,SNYK-PYTHON-PYJOUL-6069624,17 Nov 2023,17 Nov 2023,Yehuda Gelb
